time,open,high,low,close,EMA,EMA,EMA
2017-09-27T00:00:00Z,3882.36,4249.94,3872.81,4193,3904.4864816044200,3941.8972275871200,4018.8658976616300
2017-09-28T00:00:00Z,4192.11,4300,4101,4174.5,3971.989861203310,4019.43148505808,4096.682948830820
2017-09-29T00:00:00Z,4178.98,4263.86,3952.01,4174.69,4022.664895902490,4071.1843233720500,4135.686474415410
2017-09-30T00:00:00Z,4175,4380,4138.1,4378.51,4111.626171926860,4173.626215581370,4257.098237207700
2017-10-01T00:00:00Z,4378.49,4406.52,4240.04,4378.48,4178.339628945150,4241.91081038758,4317.789118603850
2017-10-02T00:00:00Z,4400,4561.63,4360,4380,4228.754721708860,4287.940540258390,4348.894559301930
2017-10-03T00:00:00Z,4380,4467.33,4180.8,4310,4249.066041281650,4295.29369350559,4329.4472796509600
2017-10-04T00:00:00Z,4314.9,4373,4142,4208.59,4238.947030961230,4266.39246233706,4269.018639825480
2017-10-05T00:00:00Z,4208.59,4355,4110,4292.43,4252.317773220930,4275.07164155804,4280.724319912740
2017-10-06T00:00:00Z,4318.99,4417,4292,4369,4281.4883299156900,4306.381094372030,4324.86215995637
2017-10-07T00:00:00Z,4369,4479.5,4312.56,4423,4316.866247436770,4345.254062914680,4373.931079978190
2017-10-08T00:00:00Z,4425,4658,4425,4640,4397.649685577580,4443.50270860979,4506.965539989090
2017-10-09T00:00:00Z,4640,4889.98,4550,4786.95,4494.974764183180,4557.985139073190,4646.957769994550
2017-10-10T00:00:00Z,4786.95,4960,4680.59,4783.06,4566.996073137390,4633.010092715460,4715.008884997270
2017-10-11T00:00:00Z,4783.06,4881.61,4710,4821.43,4630.604554853040,4695.816728476970,4768.219442498640
2017-10-12T00:00:00Z,4821.43,5439.99,4810.16,5430,4830.4534161397800,4940.544485651320,5099.109721249320
2017-10-13T00:00:00Z,5439.99,5846.17,5379.84,5649.98,5035.335062104840,5177.02299043421,5374.544860624660
2017-10-14T00:00:00Z,5650,5900,5580.01,5869.99,5243.998796578630,5408.011993622810,5622.267430312330
2017-10-15T00:00:00Z,5855.03,5922.3,5400.01,5709.99,5360.49659743397,5508.671329081870,5666.128715156170
2017-10-16T00:00:00Z,5710,5788.91,5585.19,5760.02,5460.377448075480,5592.454219387910,5713.0743575780800
2017-10-17T00:00:00Z,5760,5774.98,5508.63,5595,5494.033086056610,5593.302812925280,5654.037178789040
2017-10-18T00:00:00Z,5595,5596,5037.95,5512.06,5498.539814542460,5566.221875283520,5583.048589394520
2017-10-19T00:00:00Z,5513,5710,5490.26,5683.9,5544.879860906840,5605.447916855680,5633.47429469726
2017-10-20T00:00:00Z,5683.31,6110,5600,6010.01,5661.162395680130,5740.301944570450,5821.74214734863
2017-10-21T00:00:00Z,6013.72,6171,5850.03,6024.97,5752.114296760100,5835.1912963803000,5923.356073674320
2017-10-22T00:00:00Z,6003.27,6060,5720.03,5950.02,5801.590722570070,5873.467530920200,5936.688036837160
2017-10-23T00:00:00Z,5975,6080,5621.03,5915.93,5830.175541927560,5887.621687280130,5926.3090184185800
2017-10-24T00:00:00Z,5909.47,5925,5450,5477.03,5741.889156445670,5750.757791520090,5701.669509209290
2017-10-25T00:00:00Z,5506.92,5704.96,5286.98,5689.99,5728.9143673342500,5730.501861013390,5695.829754604640
2017-10-26T00:00:00Z,5670.1,5939.99,5650,5861.77,5762.128275500690,5774.257907342260,5778.799877302320
2017-10-27T00:00:00Z,5861.77,5980,5649.24,5768.83,5763.803706625520,5772.448604894840,5773.814938651160
2017-10-28T00:00:00Z,5768.79,5850.02,5630.03,5719.64,5752.762779969140,5754.8457365965600,5746.72746932558
2017-10-29T00:00:00Z,5709.98,6189.88,5648.01,6169.98,5857.067084976850,5893.223824397710,5958.35373466279
2017-10-30T00:00:00Z,6133.01,6248.68,6030,6120.5,5922.92531373264,5968.982549598470,6039.4268673313900
2017-10-31T00:00:00Z,6120.52,6498.01,6100,6463,6057.94398529948,6133.655033065650,6251.213433665700
2017-11-01T00:00:00Z,6463,6774.67,6338.02,6753.98,6231.95298897461,6340.430022043760,6502.596716832850
2017-11-02T00:00:00Z,6753.98,7300,6685.1,7019.98,6428.959741730960,6566.9466813625100,6761.288358416420
2017-11-03T00:00:00Z,7010.31,7346.34,6923,7115.04,6600.479806298220,6749.644454241670,6938.164179208210
2017-11-04T00:00:00Z,7115.02,7480.99,6901,7357.09,6789.632354723660,6952.126302827780,7147.627089604110
2017-11-05T00:00:00Z,7357.27,7590.25,7279.02,7345.01,6928.476766042750,7083.087535218520,7246.318544802050
2017-11-06T00:00:00Z,7345.1,7401,6906,6960.12,6936.387574532060,7042.098356812350,7103.2192724010300
2017-11-07T00:00:00Z,6981.72,7198.49,6901,7064.04,6968.300680899050,7049.412237874900,7083.629636200510
2017-11-08T00:00:00Z,7070,7770.02,6651,7303,7051.975510674280,7133.941491916600,7193.314818100260
2017-11-09T00:00:00Z,7303.01,7392,7015,7079.99,7058.979133005710,7115.957661277730,7136.652409050130
2017-11-10T00:00:00Z,7079,7279.91,6255.01,6506.98,6920.979349754290,6912.9651075184900,6821.816204525060
2017-11-11T00:00:00Z,6503,6797.98,6100,6245.05,6751.997012315710,6690.326738345660,6533.433102262530
2017-11-12T00:00:00Z,6245.05,6630,5325.01,5811.03,6516.755259236790,6397.227825563770,6172.231551131270
2017-11-13T00:00:00Z,5839.94,6697.47,5699.99,6465.99,6504.0639444275900,6420.148550375850,6319.110775565630
2017-11-14T00:00:00Z,6465.99,6684.98,6311.07,6574.99,6521.795458320690,6471.762366917230,6447.050387782820
2017-11-15T00:00:00Z,6575.99,7298,6575.99,7240.06,6701.361593740520,6727.861577944820,6843.555193891410
2017-11-16T00:00:00Z,7240.14,7940,7076,7864.5,6992.146195305390,7106.741051963210,7354.027596945700
2017-11-17T00:00:00Z,7876.98,7989,7451,7699.19,7168.907146479040,7304.224034642140,7526.608798472850
2017-11-18T00:00:00Z,7680.01,7819.99,7422,7761.94,7317.165359859280,7456.796023094760,7644.274399236430
2017-11-19T00:00:00Z,7761.94,8123.15,7650.33,8038,7497.374019894460,7650.530682063170,7841.137199618210
2017-11-20T00:00:00Z,8057.11,8319.99,7954,8212,7676.030514920850,7837.687121375450,8026.568599809110
2017-11-21T00:00:00Z,8212.49,8400,7801,8119.51,7786.900386190630,7931.628080916970,8073.039299904550
2017-11-22T00:00:00Z,8091.09,8322.68,8091.09,8205.92,7891.655289642980,8023.058720611310,8139.479649952280
2017-11-23T00:00:00Z,8233.03,8260,8000,8019.99,7923.7389672322300,8022.035813740870,8079.734824976140
2017-11-24T00:00:00Z,8019.97,8369,7850,8138,7977.304225424170,8060.690542493920,8108.867412488070
2017-11-25T00:00:00Z,8138.99,8734.78,8090,8700.01,8157.980669068130,8273.797028329280,8404.438706244040
2017-11-26T00:00:00Z,8700.04,9350,8604.72,9128.02,8400.490501801100,8558.538018886190,8766.229353122020
2017-11-27T00:00:00Z,9128,9654.28,9112.04,9650,8712.867876350820,8922.358679257460,9208.114676561010
2017-11-28T00:00:00Z,9650,9939,9570.5,9896.8,9008.850907263120,9247.172452838300,9552.457338280500
2017-11-29T00:00:00Z,9896.79,11300.03,8520,9687.88,9178.608180447340,9394.074968558870,9620.16866914025
2017-11-30T00:00:00Z,9687.88,10900,8850.8,9838.96,9343.696135335500,9542.369979039250,9729.564334570130
2017-12-01T00:00:00Z,9837,10898,9380,10782.99,9703.519601501630,9955.909986026160,10256.277167285100
2017-12-02T00:00:00Z,10775.04,11190,10620,10890.01,10000.142201126200,10267.276657350800,10573.14358364250
2017-12-03T00:00:00Z,10902.69,11825,10500,11165.41,10291.459150844700,10566.65443823390,10869.276791821300
2017-12-04T00:00:00Z,11165.41,11616,10802,11616,10622.5943631335,10916.4362921559,11242.638395910600
2017-12-05T00:00:00Z,11608,11853,11447.68,11699.99,10891.943272350100,11177.620861437300,11471.314197955300
2017-12-06T00:00:00Z,11698,13615.23,11665.58,13545.53,11555.339954262600,11966.923907624800,12508.422098977700
2017-12-07T00:00:00Z,13545.53,16649.96,13050,16533.11,12799.782465696900,13488.985938416600,14520.76604948880
2017-12-08T00:00:00Z,16552.9,17204.99,14015,15880,13569.83684927270,14285.990625611000,15200.383024744400
2017-12-09T00:00:00Z,15880,16269.3,12535,14699.97,13852.370136954500,14423.983750407400,14950.176512372200
2017-12-10T00:00:00Z,14699.97,15720.12,12368,14946.26,14125.8426027159,14598.075833604900,14948.218256186100
2017-12-11T00:00:00Z,14901.08,17470,14901.08,16560.02,14734.386952036900,15252.057222403300,15754.119128093100
2017-12-12T00:00:00Z,16560.04,16976.45,15875,16350,15138.290214027700,15618.038148268800,16052.059564046500
2017-12-13T00:00:00Z,16350,16546,14666.56,16020.42,15358.822660520800,15752.165432179200,16036.239782023300
2017-12-14T00:00:00Z,16046.58,16445,15450,16340,15604.116995390600,15948.110288119500,16188.11989101160
2017-12-15T00:00:00Z,16339.99,17991,16300.06,17516.81,16082.290246542900,16471.01019207970,16852.464945505800
2017-12-16T00:00:00Z,17516.81,19539,17190.01,19102.66,16837.3826849072,17348.226794719800,17977.562472752900
2017-12-17T00:00:00Z,19102.66,19798.68,18510,18860.02,17343.0420136804,17852.157863146500,18418.791236376500
2017-12-18T00:00:00Z,18865,19300,17029.98,18856.25,17721.344010260300,18186.855242097700,18637.520618188200
2017-12-19T00:00:00Z,18856.25,18950,16300,17295.2,17614.808007695200,17889.63682806510,17966.360309094100
2017-12-20T00:00:00Z,17295.2,17720.35,14777.66,16488.98,17333.35100577140,17422.75121871010,17227.670154547100
2017-12-21T00:00:00Z,16480.52,17309.5,14022,15492.64,16873.173254328600,16779.380812473400,16360.155077273500
2017-12-22T00:00:00Z,15514.03,15699.34,10961,13326.61,15986.532440746400,15628.457208315600,14843.382538636800
2017-12-23T00:00:00Z,13326.61,14950,12978.18,13300,15314.89933055980,14852.304805543700,14071.691269318400
2017-12-24T00:00:00Z,13300,13819.99,11640,13500,14861.174497919900,14401.536537029200,13785.845634659200
2017-12-25T00:00:00Z,13500,14300,12708,13699.34,14570.715873439900,14167.471024686100,13742.592817329600
2017-12-26T00:00:00Z,13699.34,16050,13533,15689.01,14850.289405079900,14674.650683124100,14715.801408664800
2017-12-27T00:00:00Z,15709.98,16498.05,14200.15,15459.99,15002.714553809900,14936.430455416000,15087.895704332400
2017-12-28T00:00:00Z,15459.97,15539.99,13150,14182.11,14797.563415357500,14684.990303610700,14635.002852166200
2017-12-29T00:00:00Z,14199.14,14981,13850,14378.9,14692.897561518100,14582.960202407100,14506.951426083100
2017-12-30T00:00:00Z,14378.99,14398.85,11750,12440.01,14129.67567113860,13868.64346827140,13473.48071304160
2017-12-31T00:00:00Z,12345.1,14050.11,12149.98,13716.36,14026.346753353900,13817.882312180900,13594.920356520800
2018-01-01T00:00:00Z,13715.65,13818.55,12750,13380,13864.760065015400,13671.921541454000,13487.460178260400
2018-01-02T00:00:00Z,13382.16,15473.49,12890.02,14675.11,14067.347548761600,14006.317694302600,14081.285089130200
2018-01-03T00:00:00Z,14690,15307.56,14150,14919.51,14280.388161571200,14310.715129535100,14500.397544565100
2018-01-04T00:00:00Z,14919.51,15280,13918.04,15059.54,14475.17612117840,14560.323419690100,14779.96877228260
2018-01-05T00:00:00Z,15059.56,17176.24,14600,16960.39,15096.479590883800,15360.34561312670,15870.179386141300
2018-01-06T00:00:00Z,16960.39,17143.13,16011.21,17069.79,15589.807193162800,15930.16040875110,16469.984693070600
2018-01-07T00:00:00Z,17069.79,17099.96,15610,16150.03,15729.862894872100,16003.45027250080,16310.00734653530
2018-01-08T00:00:00Z,16218.85,16322.3,12812,14902.54,15523.0321711541,15636.480181667200,15606.27367326770
2018-01-09T00:00:00Z,14902.54,15500,14011.05,14400,15242.274128365600,15224.320121111400,15003.13683663380
2018-01-10T00:00:00Z,14401,14955.66,13131.31,14907.09,15158.47809627420,15118.576747407600,14955.113418316900
2018-01-11T00:00:00Z,14940,14968.68,11400,13238.78,14678.553572205600,14491.977831605100,14096.94670915850
2018-01-12T00:00:00Z,13238.76,14109.78,12500,13740.01,14443.917679154200,14241.321887736700,13918.47835457920
2018-01-13T00:00:00Z,13749.95,14580,13706.15,14210,14385.43825936570,14230.88125849120,14064.239177289600
2018-01-14T00:00:00Z,14210,14339.5,12569.2,13474.99,14157.826194524300,13978.917505660800,13769.614588644800
2018-01-15T00:00:00Z,13477.98,14249.99,13147.79,13539.93,14003.35214589320,13832.588337107200,13654.772294322400
2018-01-16T00:00:00Z,13500,13542.93,9035,10900,13227.514109419900,12855.058891404800,12277.386147161200
2018-01-17T00:00:00Z,10899.99,11680.99,9037.94,10988.79,12667.833082064900,12232.969260936500,11633.088073580600
2018-01-18T00:00:00Z,10972.59,11878.82,10435.33,10961.97,12241.367311548700,11809.30284062440,11297.5290367903
2018-01-19T00:00:00Z,10960,11795,10360,11474.98,12049.770483661500,11697.861893749600,11386.25451839520
2018-01-20T00:00:00Z,11474.98,13099,11412.45,12799.94,12237.312862746100,12065.221262499700,12093.097259197600
2018-01-21T00:00:00Z,12799.8,12799.8,10965,11530,12060.484647059600,11886.814174999800,11811.548629598800
2018-01-22T00:00:00Z,11530,11926.35,9900.24,10760.05,11735.3759852947,11511.22611666650,11285.799314799400
2018-01-23T00:00:00Z,10760.05,11399,9905,10799.18,11501.326988971000,11273.877411111000,11042.489657399700
2018-01-24T00:00:00Z,10799.14,11570.48,10500,11349.99,11463.492741728300,11299.248274074000,11196.239828699800
2018-01-25T00:00:00Z,11349.96,11794.05,10950.21,11175.27,11391.437056296200,11257.922182716000,11185.754914349900
2018-01-26T00:00:00Z,11184.7,11643,10311.15,11089,11315.827792222200,11201.614788477300,11137.377457175000
2018-01-27T00:00:00Z,11089,11650,10842.69,11491,11359.620844166600,11298.07652565160,11314.18872858750
2018-01-28T00:00:00Z,11499.98,12244,11408,11879.95,11489.70313312500,11492.034350434400,11597.06936429370
2018-01-29T00:00:00Z,11879.95,11975.02,11139.55,11251,11430.02734984370,11411.68956695630,11424.03468214690
2018-01-30T00:00:00Z,11250.11,11308.42,9900,10237.51,11131.89801238280,11020.296377970800,10830.772341073400
2018-01-31T00:00:00Z,10230,10425.85,9700,10285.1,10920.198509287100,10775.230918647200,10557.93617053670
2018-02-01T00:00:00Z,10285.1,10335,8750.99,9224.52,10496.27888196530,10258.327279098100,9891.22808526836
2018-02-02T00:00:00Z,9224.52,9250,8010.02,8873.03,10090.46666147400,9796.561519398770,9382.12904263418
2018-02-03T00:00:00Z,8873.03,9473.01,8229,9199.96,9867.839996105490,9597.694346265840,9291.04452131709
2018-02-04T00:00:00Z,9199.96,9368,7930,8184.81,9447.08249707912,9126.732897510560,8737.927260658550
2018-02-05T00:00:00Z,8179.99,8382.8,6625,6939.99,8820.30937280934,8397.818598340380,7838.958630329270
2018-02-06T00:00:00Z,6939.63,7878,6000.01,7652.14,8528.267029607010,8149.25906556025,7745.549315164640
2018-02-07T00:00:00Z,7655.02,8476,7150.01,7599,8295.950272205260,7965.839377040170,7672.2746575823200
2018-02-08T00:00:00Z,7599,7844,7572.09,7784.02,8167.967704153940,7905.232918026780,7728.147328791160
2018-02-09T00:00:00Z,7784.02,8738,7784.02,8683.93,8296.958278115460,8164.798612017850,8206.038664395580
2018-02-10T00:00:00Z,8683.92,9065.78,8120,8533.98,8356.213708586590,8287.859074678570,8370.00933219779
2018-02-11T00:00:00Z,8533.99,8549,7726.53,8063.88,8283.130281439940,8213.199383119050,8216.944666098890
2018-02-12T00:00:00Z,8063.82,8989,8053,8903,8438.097711079960,8443.132922079360,8559.972333049450
2018-02-13T00:00:00Z,8903,8950,8351,8539.9,8463.548283309970,8475.388614719580,8549.936166524720
2018-02-14T00:00:00Z,8535.17,9489.6,8533,9449.99,8710.158712482480,8800.255743146380,8999.963083262360
2018-02-15T00:00:00Z,9449.98,10219.5,9301.5,10000.09,9032.641534361860,9200.200495430920,9500.026541631180
2018-02-16T00:00:00Z,10000.89,10323.37,9666,10159.98,9314.476150771390,9520.126996953950,9830.00327081559
2018-02-17T00:00:00Z,10156.07,11075.07,10050,11039.55,9745.744613078540,10026.601331302600,10434.776635407800
2018-02-18T00:00:00Z,11039.55,11274,10080,10383.43,9905.165959808910,10145.544220868400,10409.103317703900
2018-02-19T00:00:00Z,10375.01,11250,10270.33,11153,10217.12446985670,10481.362813912300,10781.05165885200
2018-02-20T00:00:00Z,11147.11,11786.01,11100.59,11200.99,10463.09085239250,10721.238542608200,10991.020829426000
2018-02-21T00:00:00Z,11195.07,11304.03,10200,10437.6,10456.718139294400,10626.692361738800,10714.310414713000
2018-02-22T00:00:00Z,10439.02,10933.44,9679,9811.04,10295.298604470800,10354.808241159200,10262.675207356500
2018-02-23T00:00:00Z,9815.55,10435,9570.19,10131.04,10254.23395335310,10280.218827439500,10196.857603678200
2018-02-24T00:00:00Z,10131.04,10496.97,9352,9694.51,10114.302965014800,10084.982551626300,9945.683801839120
2018-02-25T00:00:00Z,9694.51,9847,9274.8,9590,9983.227223761110,9919.988367750870,9767.841900919560
2018-02-26T00:00:00Z,9590,10444.32,9350,10324,10068.420417820800,10054.658911833900,10045.920950459800
2018-02-27T00:00:00Z,10321,10870,10121,10569.04,10193.575313365600,10226.119274555900,10307.480475229900
2018-02-28T00:00:00Z,10584.33,11098,10300,10326.76,10226.87148502420,10259.666183037300,10317.120237614900
2018-03-01T00:00:00Z,10325.64,11060.41,10240,10920,10400.153613768200,10479.777455358200,10618.560118807500
2018-03-02T00:00:00Z,10923.36,11200,10770,11039,10559.865210326100,10666.184970238800,10828.780059403700
2018-03-03T00:00:00Z,11038.99,11544,11015.01,11464.48,10786.018907744600,10932.283313492500,11146.630029701900
2018-03-04T00:00:00Z,11464.47,11565,11050.02,11515,10968.264180808400,11126.52220899500,11330.815014850900
2018-03-05T00:00:00Z,11515,11710,11415.01,11454,11089.698135606300,11235.681472663300,11392.407507425500
2018-03-06T00:00:00Z,11455,11455,10555.48,10716.48,10996.393601704700,11062.614315108900,11054.443753712700
2018-03-07T00:00:00Z,10716.48,10899,9389.31,9910,10724.79520127860,10678.409543405900,10482.221876856400
2018-03-08T00:00:00Z,9910,10099,9060,9271.64,10361.50640095890,10209.486362270600,9876.930938428180
2018-03-09T00:00:00Z,9267.07,9410,8329,9227,10077.87980071920,9881.990908180410,9551.965469214090
2018-03-10T00:00:00Z,9230,9490,8667.07,8770.22,9750.964850539390,9511.40060545361,9161.092734607050
2018-03-11T00:00:00Z,8770.22,9740,8450,9533.57,9696.616137904540,9518.79040363574,9347.331367303520
2018-03-12T00:00:00Z,9533.57,9888.88,8780,9131.34,9555.29710342841,9389.640269090490,9239.335683651760
2018-03-13T00:00:00Z,9131.34,9474,8823,9150,9453.972827571310,9309.760179393660,9194.667841825880
2018-03-14T00:00:00Z,9151.92,9333.78,7900.28,8170,9132.97962067848,8929.840119595770,8682.33392091294
2018-03-15T00:00:00Z,8184.01,8430,7650,8240.98,8909.97971550886,8700.220079730520,8461.65696045647
2018-03-16T00:00:00Z,8240.98,8611.64,7900,8260,8747.484786631650,8553.480053153680,8360.828480228240
2018-03-17T00:00:00Z,8260,8348.62,7721.99,7824.8,8516.813589973730,8310.586702102450,8092.814240114120
2018-03-18T00:00:00Z,7824.01,8317.4,7322,8189.99,8435.1076924803,8270.387801401630,8141.402120057060
2018-03-19T00:00:00Z,8189,8705.23,8088.4,8600,8476.330769360230,8380.258534267760,8370.701060028530
2018-03-20T00:00:00Z,8595.01,9050,8280,8909.98,8584.743077020170,8556.832356178500,8640.340530014260
2018-03-21T00:00:00Z,8909.96,9177.01,8750.6,8885,8659.807307765130,8666.221570785670,8762.670265007130
2018-03-22T00:00:00Z,8884.82,9100,8465.1,8722.9,8675.580480823840,8685.114380523780,8742.785132503570
2018-03-23T00:00:00Z,8720,8909,8269,8898.03,8731.192860617880,8756.086253682520,8820.407566251780
2018-03-24T00:00:00Z,8898.04,8999.95,8491,8546.86,8685.109645463410,8686.34416912168,8683.633783125890
2018-03-25T00:00:00Z,8531.25,8669.85,8365.77,8470.15,8631.36973409756,8614.27944608112,8576.891891562950
2018-03-26T00:00:00Z,8470.14,8514.89,7831,8134.23,8507.08480057317,8454.26296405408,8355.560945781470
2018-03-27T00:00:00Z,8134.22,8215.94,7730,7795.51,8329.191100429880,8234.67864270272,8075.535472890740
2018-03-28T00:00:00Z,7795.51,8109,7728,7949.3,8234.218325322410,8139.55242846848,8012.417736445370
2018-03-29T00:00:00Z,7949.3,7975,6941.11,7090.14,7948.198743991810,7789.748285645650,7551.278868222680
2018-03-30T00:00:00Z,7090.16,7292.43,6600.1,6840.23,7671.206557993860,7473.242190430440,7195.754434111340
2018-03-31T00:00:00Z,6840.24,7223.36,6777,6923.91,7484.382418495390,7290.131460286960,7059.832217055670
2018-04-01T00:00:00Z,6922,7049.98,6430,6813.01,7316.539313871540,7131.090973524640,6936.421108527840
2018-04-02T00:00:00Z,6813.01,7125,6765,7056,7251.404485403660,7106.0606490164300,6996.210554263920
2018-04-03T00:00:00Z,7063.97,7520,7011.01,7405.21,7289.8558640527400,7205.777099344280,7200.710277131960
2018-04-04T00:00:00Z,7405.21,7427.52,6707,6796.1,7166.416898039560,7069.218066229520,6998.4051385659800
2018-04-05T00:00:00Z,6796.1,6902,6566.69,6770.76,7067.502673529670,6969.732044153020,6884.582569282990
2018-04-06T00:00:00Z,6770,6850,6500,6601.39,6950.974505147250,6846.9513627686800,6742.986284641490
2018-04-07T00:00:00Z,6601.39,7070,6586.28,6895.8,6937.180878860440,6863.234241845790,6819.393142320750
2018-04-08T00:00:00Z,6895.81,7109.13,6880,7018,6957.38565914533,6914.82282789719,6918.696571160370
2018-04-09T00:00:00Z,7011.04,7185,6611,6782.72,6913.7192443590000,6870.7885519314600,6850.708285580190
2018-04-10T00:00:00Z,6781.55,6890,6656,6843.9,6896.264433269250,6861.82570128764,6847.3041427900900
2018-04-11T00:00:00Z,6839.56,6990,6787,6953.79,6910.645824951940,6892.480467525090,6900.547071395050
2018-04-12T00:00:00Z,6953.78,8012.23,6743.2,7923,7163.734368713950,7235.986978350060,7411.773535697520
2018-04-13T00:00:00Z,7922.99,8233.39,7732,7877.41,7342.153276535460,7449.794652233380,7644.591767848760
2018-04-14T00:00:00Z,7877.48,8186,7810,7999.01,7506.367457401600,7632.86643482225,7821.800883924380
2018-04-15T00:00:00Z,8004,8429.54,7999.02,8355,7718.525593051200,7873.577623214830,8088.400441962190
2018-04-16T00:00:00Z,8355.07,8419,7867,8064.92,7805.124194788400,7937.358415476560,8076.660220981100
2018-04-17T00:00:00Z,8064.92,8173.7,7825.4,7885.02,7825.098146091300,7919.912276984370,7980.840110490550
2018-04-18T00:00:00Z,7890.96,8236.43,7868,8173,7912.073609568470,8004.2748513229100,8076.920055245270
2018-04-19T00:00:00Z,8173.99,8296,8080,8278,8003.555207176360,8095.516567548610,8177.460027622640
2018-04-20T00:00:00Z,8273.84,8930,8177.09,8856.98,8216.911405382270,8349.337711699070,8517.220013811320
2018-04-21T00:00:00Z,8852.12,9035,8565,8915.31,8391.5110540367,8537.995141132720,8716.265006905660
